city,population_2020,population_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,,,,,,,,,,,,,,,,,,
Cleveland,1763000,macrotrends,11/14/2020,14855,0,3,0,0,0,19,7,19,19,11,12,0,0,19,5,0,12,19,12,0,0,0,3,0,0,1,0,0,0,0,4,0,5,3,1,1,380,380,270,0,0,0,163,0,0,0,502,502,0,0,0,0,0,0,2,2,58,40,38,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,0,0,4,4,6,4,4,4,23,501,646,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,307,0,315,0,0,42,1,54,11,41,40,78,196,1,3,3,3,0,168,168,168,168,168,4,0,0,7,0,0,0,0,0,0,0,0,0,0,234,0,0,383,2,3,64,64,64,731,228,0,22,175,14,175,6,0,0,0,165,0,172,7,397,0,0,0,0,0,468,77,192,167,167,66,149,194,4,4,4,4,4,4,4,7,174,0,0,42,0,0,0,0,0,0,4,18,0,0,1,0,20,0,18,265,265,265,28,21,419,18,0,0,0,0,1,7,0,0,10,10,13,23,23,23,6,4,0,0,0,130,0,192,0,0,0,0,0,0,0,12,55,43,4,4,0,1,7,7,7,0,0,0,0,3,3,0,4,173,1,0,0,0,0,0,0,4,0,185,184,24,184,184,0,4,374,374,374,11,374,20,0,0,0,0,4,7,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,
Cologne,1118000,World Population Review,11/16/2020,144477,8,18,4,0,0,21,9,22,22,10,13,0,0,22,54,38,15,22,13,0,0,0,15,0,0,5,0,0,0,0,36,0,52,16,6,6,5878,5878,1831,0,0,0,453,8,0,0,5009,5009,0,0,0,0,0,0,22,11,414,244,246,252,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,5,1,0,0,0,6,6,6,6,10,31,0,0,29,29,48,31,31,23,948,5013,6260,22,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,38,0,19,4813,3,4848,0,0,271,6,294,29,271,252,2151,2152,3,12,22,12,2,481,485,485,485,485,29,2,2,52,0,0,0,0,0,0,0,0,7,1,4174,0,0,5887,21,23,1039,1039,1038,7349,4104,1,84,530,18,530,13,0,0,0,1379,2,538,47,6070,0,0,0,0,0,789,2153,2154,495,495,160,450,621,27,27,27,27,27,27,27,2105,551,0,0,273,0,0,0,0,0,0,26,39,3,9,66,0,33,2,86,5341,5341,5342,1162,1115,7191,13,0,2,1,0,6,62,0,0,66,66,88,97,97,97,65,48,0,0,0,2219,70,2227,0,0,0,74,0,1,0,54,321,267,1,1,1,6,2107,2107,2107,0,0,0,0,39,39,0,48,543,6,0,0,0,0,0,0,27,3,616,616,96,616,616,0,29,666,666,666,81,666,60,0,0,0,0,32,13,0,0,41,0,1,616,0,29,666,666,666,81,666,60,0,0,0,0,32,13,0,0,41,0,1
Colorado Springs,668000,macrotrends,11/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Columbus,922000,World Population Review,11/14/2020,2198403,63,159,13,0,0,670,255,1353,1353,100,1098,0,0,1353,1669,293,2232,1353,1098,0,0,16,115,16,16,70,16,16,16,16,70,15,"1,668",505,0,0,68136,68134,128981,15,0,0,15185,65,13,0,22211,22212,0,0,0,0,0,0,195,125,13703,13738,13731,13793,85,6,6,6,6,6,6,6,0,0,0,0,0,0,11,7,7,7,7,7,7,7,0,0,15,48,16,15,15,0,43,43,43,43,126,96,3,0,535,536,563,564,564,548,2482,22229,32406,1352,41,0,0,0,0,0,0,0,3,3,3,3,3,3,3,254,4,8525,30450,86,35314,0,0,14042,61,15300,1306,14043,13953,12692,12698,151,93,420,93,37,18139,18322,"18,324",18324,18326,564,37,37,584,0,0,0,0,0,0,0,0,184,53,60588,0,0,"68,266",351,474,"36,036","36,038","36,038","73,466","58,754",31,"7,643","20,848","2,984","20,850",54,0,0,0,"125,528",37,"22,614","3,160","73,966",0,0,0,0,0,"1,256","12,548","12,554","22,189","22,191","10,954",13044,30813,667,667,667,667,667,667,667,571,23414,0,0,13948,0,0,0,0,0,9,34,4807,95,69,1298,0,29,77,4374,66045,66047,66047,5866,2704,76732,596,0,31,50,0,0,439,0,0,4359,4360,6514,7443,7443,7443,39,351,7,0,92,4351,2,12587,0,0,0,38,0,51,0,1416,15377,13962,5,5,4,0,571,571,571,0,0,0,0,291,291,91,341,22878,0,0,0,0,0,0,0,666,32,27712,27713,14307,27715,27717,39,557,30266,30272,30275,4254,30279,12178,0,0,0,0,743,79,0,0,79,2,34,,,,,,,,,,,,,,,,,,,,
Comilla,588000,World Population Review,11/14/2020,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,23,13,0,0,0,68,0,0,0,62,62,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,0,0,2,0,3,1,2,2,1,1,0,0,0,0,0,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,23,2,0,3,3,3,83,17,0,8,72,6,72,1,0,0,0,12,0,71,3,25,0,0,0,0,0,2,1,1,71,71,10,66,74,0,0,0,0,0,0,0,0,73,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,20,20,20,3,0,25,2,0,0,0,0,0,0,0,0,6,6,7,7,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,74,74,8,74,74,0,0,74,75,75,7,75,7,0,0,0,0,0,2,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Córdoba,344000,macrotrends,11/16/2020,25759,0,1,0,1,0,3,1,3,3,4,2,0,0,3,21,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,10,0,19,3,0,0,543,543,192,0,0,0,546,0,0,0,570,570,0,0,0,0,0,0,48,40,124,83,83,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,30,0,0,7,7,13,9,9,6,119,571,720,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,457,11,459,0,0,87,0,116,30,87,84,72,73,0,0,1,0,0,546,546,546,546,546,7,0,0,13,0,0,0,0,0,0,0,0,2,0,364,0,0,544,4,1,84,84,84,818,332,0,35,556,25,556,0,0,0,0,101,0,558,14,570,0,0,0,0,0,297,72,73,551,551,104,524,575,1,1,1,1,1,1,1,9,562,0,0,89,0,0,0,0,0,0,0,27,0,2,4,0,1,0,41,429,429,429,63,49,619,183,0,0,14,0,0,2,0,0,35,35,43,44,44,44,0,1,0,0,0,73,0,73,0,0,0,4,0,14,0,33,121,88,5,5,0,0,9,9,9,0,0,0,0,1,1,0,1,562,0,0,0,0,0,0,0,1,0,572,572,44,572,572,0,7,591,591,591,38,591,31,0,0,0,0,1,25,0,0,1,0,8,572,0,7,591,591,591,38,591,31,0,0,0,0,1,25,0,0,1,0,8
Curitiba,3678000,World Population Review,11/16/2020,41906,0,3,0,4,0,19,1,19,19,15,18,0,0,19,140,5,23,19,18,0,0,0,3,0,0,0,0,0,0,0,54,0,138,97,0,0,1702,1702,560,0,0,0,353,0,0,0,1221,1222,0,0,0,0,0,0,12,10,265,171,171,181,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,17,50,0,0,114,114,139,121,121,108,256,1220,2041,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,20,1454,5,1479,0,0,190,10,220,38,190,184,60,60,0,1,3,1,12,369,373,373,373,373,119,12,12,150,0,0,0,0,0,0,0,0,7,2,723,0,0,1701,11,3,232,232,232,2301,699,0,49,381,35,381,2,0,0,0,350,12,383,60,1808,0,0,0,0,0,316,60,60,367,367,93,329,428,3,3,3,3,3,3,3,19,396,0,0,193,0,0,0,0,0,0,12,45,0,1,14,0,3,0,92,971,971,971,231,171,1980,249,0,12,2,0,0,2,0,0,46,46,63,68,68,68,9,2,0,0,0,40,0,60,0,0,0,21,0,2,0,50,233,183,12,12,0,0,19,19,19,0,0,0,0,2,2,0,2,382,0,0,0,0,0,0,0,3,0,412,412,79,412,412,0,120,455,455,455,50,455,57,0,0,0,0,3,47,0,0,26,0,4,412,0,120,455,455,455,50,455,57,0,0,0,0,3,47,0,0,26,0,4
Dallas,1382000,World Population Review,11/14/2020,674952,260,236,10,0,0,288,78,313,313,231,235,0,0,313,448,260,286,313,235,0,0,7,186,7,7,59,7,7,7,7,244,7,441,154,5,5,19318,19320,25376,7,0,0,5443,268,2,0,15579,15581,0,0,0,0,0,0,41,29,3041,2367,2371,2383,203,0,0,0,0,0,0,0,1,1,1,0,0,0,2,9,9,9,9,9,9,9,0,0,0,13,0,0,0,0,16,16,16,16,204,348,0,0,295,295,374,303,303,255,3306,15596,23638,317,2,0,0,0,0,0,0,0,5,5,5,5,5,5,5,1074,5,345,15236,6,15610,0,0,2440,13,2598,167,2442,2399,18722,19275,15,172,294,172,13,5676,5698,"5,698",5698,5698,297,13,13,400,0,0,0,0,0,0,0,0,60,2,10854,0,0,"19,362",165,301,"3,864","3,864","3,866","27,914","10,607",3,"1,392","6,589",335,"6,589",73,0,0,0,"16,175",13,"6,577",372,"19,891",0,0,0,0,0,"1,307","18,540","19,090","6,380","6,380","1,822",5846,7134,324,324,324,324,324,324,324,118,6683,0,0,2424,0,0,0,0,0,8,268,428,7,29,83,0,54,0,551,12444,12444,12444,1647,1276,21163,242,0,7,3796,0,4,139,0,0,395,395,596,641,641,641,24,83,0,0,6,13083,9,19131,0,0,0,327,0,3826,0,232,2651,2421,10,10,16,4,117,117,117,0,0,0,0,71,71,7,79,6592,4,0,0,0,0,0,0,319,9,7039,7040,1082,7039,7037,1,287,8763,8761,8758,547,8757,820,0,0,0,0,341,62,0,0,162,2,12,,,,,,,,,,,,,,,,,,,,
Delhi,30290000,World Population Review,11/14/2020,66606,1,7,1,0,0,62,20,66,66,42,46,0,0,66,76,10,49,66,46,0,0,0,7,0,0,1,0,0,0,0,26,0,72,33,0,0,1711,1711,2246,0,0,0,892,1,0,0,1149,1149,0,0,0,0,0,0,37,26,447,355,355,363,41,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,1,0,5,5,6,5,42,53,0,0,43,43,56,48,48,37,53,1148,2014,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,67,1308,6,1343,0,0,378,8,477,108,378,367,37,37,0,6,10,6,2,956,962,962,962,962,44,2,2,60,0,0,0,0,0,0,0,0,9,1,867,0,0,"1,715",84,11,378,378,378,"2,438",831,0,215,"1,109",57,"1,109",327,0,0,0,"1,731",2,"1,102",90,"1,844",0,0,0,0,0,"1,139",37,37,"1,016","1,016",347,940,1203,11,11,11,11,11,11,11,24,1119,0,0,380,0,0,0,0,0,0,0,92,8,10,23,0,2,3,215,1011,1011,1011,143,53,1899,228,0,2,15,0,0,27,0,0,44,44,236,246,246,246,4,20,0,0,0,35,5,42,0,0,0,5,0,15,0,145,520,375,4,4,0,0,25,25,25,0,0,0,0,20,20,2,20,1117,0,0,0,0,0,0,0,11,1,1186,1187,211,1187,1186,2,44,1306,1306,1306,128,1306,117,0,0,0,0,11,180,0,0,35,0,31,,,,,,,,,,,,,,,,,,,,
Doha,344000,World Population Review,11/16/2020,6754,1,0,0,0,0,3,2,3,3,0,1,0,0,3,9,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,204,204,161,0,0,0,96,1,0,0,63,63,0,0,0,0,0,0,2,1,30,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,4,0,0,5,5,12,6,6,4,12,64,142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,117,0,117,0,0,22,0,29,7,22,19,0,0,0,0,0,0,0,98,98,98,98,98,5,0,0,12,0,0,0,0,0,0,0,0,0,0,130,0,0,206,2,0,88,88,88,230,121,0,9,107,1,107,3,0,0,0,115,0,108,8,219,0,0,0,0,0,457,0,0,103,103,29,100,118,0,0,0,0,0,0,0,4,109,0,0,23,0,0,0,0,0,0,0,3,0,1,1,0,3,0,13,153,153,153,23,15,234,28,0,0,1,0,0,2,0,0,4,4,6,8,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,9,31,22,0,0,0,0,4,4,4,0,0,0,0,2,2,0,2,108,0,0,0,0,0,0,0,0,0,117,117,6,117,117,0,5,124,124,124,6,124,3,0,0,0,0,0,35,0,0,0,0,0,117,0,5,124,124,124,6,124,3,0,0,0,0,0,35,0,0,0,0,0
Douala,3663000,macrotrends,11/16/2020,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,0,0,0,1,0,0,0,12,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,1,1,1,14,3,0,0,1,0,1,0,0,0,0,6,0,2,0,10,0,0,0,0,0,2,0,0,2,2,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,10,1,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,2,2,2,1,2,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,2,2,1,2,1,0,0,0,0,0,1,0,0,0,0,2
Duisburg,515000,World Population Review,11/16/2020,8828,6,0,0,0,0,2,0,2,2,3,2,0,0,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,319,319,141,0,0,0,65,6,0,0,284,284,0,0,0,0,0,0,5,5,40,18,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,1,2,2,2,1,82,282,370,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,0,261,0,0,18,0,19,1,18,18,9,9,1,0,0,0,0,70,70,70,70,70,1,0,0,2,0,0,0,0,0,0,0,0,1,0,255,0,0,319,0,0,58,58,58,438,217,0,13,77,5,77,1,0,0,0,88,0,77,7,369,0,0,0,0,0,167,9,9,75,75,23,69,86,1,1,1,1,1,1,1,14,77,0,0,18,0,0,0,0,0,0,3,9,0,0,9,0,4,0,7,367,367,367,113,106,478,6,0,0,0,0,0,0,0,0,3,3,3,4,4,4,23,0,0,0,0,9,0,9,0,0,0,4,0,0,0,1,21,20,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,1,0,87,87,7,87,87,0,1,92,92,93,3,93,7,0,0,0,0,1,3,0,0,0,0,0,87,0,1,92,92,93,3,93,7,0,0,0,0,1,3,0,0,0,0,0
Edinburgh,536000,World Population Review,11/16/2020,13667,1,4,1,0,2,6,6,8,8,0,2,0,0,8,1,4,2,8,2,0,0,1,4,1,1,3,1,1,1,1,0,0,1,1,0,0,409,409,163,0,0,0,138,1,0,0,497,497,2,2,2,2,2,0,0,0,115,87,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,1,1,1,1,1,66,496,715,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,342,1,344,0,0,91,0,95,4,91,89,3,3,0,3,6,3,0,142,142,142,142,142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191,0,0,406,21,7,62,62,62,778,173,0,42,181,2,181,2,0,0,0,127,0,181,15,442,0,0,0,0,0,224,3,3,159,159,62,156,195,7,7,7,7,7,7,7,4,182,2,2,91,0,0,0,0,0,1,9,5,0,0,5,0,19,0,20,269,269,269,79,64,507,3,0,0,1,0,0,8,0,0,9,9,30,30,30,30,5,8,0,0,0,2,0,3,0,0,0,1,0,1,0,5,96,91,0,0,0,0,4,4,4,0,0,0,0,7,7,0,8,182,0,0,0,0,0,0,0,7,0,191,191,28,191,191,0,1,197,198,198,30,198,6,0,0,0,0,7,14,0,0,4,0,1,191,0,1,197,198,198,30,198,6,0,0,0,0,7,14,0,0,4,0,1
Eindhoven,359000,macrotrends,11/14/2020,187088,88,16,2,0,1,29,14,33,33,11,19,0,0,33,104,41,26,33,19,0,0,0,12,0,0,2,0,0,0,0,22,0,103,39,2,2,8862,8862,5179,0,0,0,539,93,0,0,3794,3794,1,1,1,1,1,0,8,6,1720,2786,2785,2789,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,5,2,1,1,0,5,5,6,5,9,20,0,0,51,51,54,57,57,48,714,3793,7421,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,45,7022,1,7088,0,0,2804,4,2828,29,2804,2796,54,55,8,8,23,8,10,636,645,645,644,644,56,10,10,62,0,0,0,0,0,0,0,0,3,3,4962,0,0,"8,870",41,28,"1,787","1,787","1,787","9,287","4,937",1,160,697,58,697,9,0,0,0,"4,863",10,710,102,"9,012",0,0,0,0,0,289,51,52,662,662,280,545,922,37,37,37,37,37,37,37,82,737,1,1,2797,0,0,0,0,0,2,38,99,6,10,34,0,16,2,122,5647,5647,5647,676,574,9585,18,0,9,881,0,2,40,0,0,169,169,218,244,244,244,8,32,0,0,1,50,5,57,0,0,0,98,0,881,0,30,2831,2801,2,2,0,2,82,83,83,0,0,0,0,32,32,2,32,726,2,0,0,0,0,0,0,38,2,858,858,282,858,858,4,56,1049,1049,1049,200,1050,205,0,0,0,0,44,6,0,0,3,0,1,,,,,,,,,,,,,,,,,,,,
Ekaterinburg,1503000,World Population Review,11/14/2020,8334,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,130,130,469,0,0,0,151,3,0,0,247,247,0,0,0,0,0,0,1,0,50,22,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,1,1,3,1,1,1,22,247,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,105,0,107,0,0,24,2,25,3,24,23,7,7,0,1,1,1,0,155,155,155,155,155,1,0,0,3,0,0,0,0,0,0,0,0,2,0,69,0,0,129,1,1,24,24,24,304,69,0,7,164,0,164,1,0,0,0,417,0,161,3,135,0,0,0,0,0,235,7,7,159,160,16,160,171,1,1,1,1,1,1,1,3,164,0,0,24,0,0,0,0,0,0,6,0,1,1,2,0,2,1,3,89,90,90,15,12,150,60,0,0,0,0,0,5,0,0,5,5,8,9,9,9,0,2,0,0,0,5,0,7,0,0,0,4,0,0,0,3,25,22,0,0,0,0,3,3,3,0,0,0,0,2,2,0,2,163,0,0,0,0,0,0,0,1,0,166,166,6,165,165,0,1,169,169,169,7,169,4,0,0,0,0,1,49,0,0,2,0,17,,,,,,,,,,,,,,,,,,,,
